Entity,Year,Fossil fuels per capita (kWh)
Malaysia,2021,34194.44
Malaysia,2022,36152.355
Malaysia,2023,35850.625
Mexico,1965,6250.115
Mexico,1966,6352.682
Mexico,1967,6219.693
Mexico,1968,6516.4336
Mexico,1969,6954.5337
Mexico,1970,7151.8633
Mexico,1971,7355.6255
Mexico,1972,7912.351
Mexico,1973,8285.694
Mexico,1974,8902.519
Mexico,1975,9357.678
Mexico,1976,9614.422
Mexico,1977,9801.593
Mexico,1978,10960.942
Mexico,1979,11760.889
Mexico,1980,12609.443
Mexico,1981,13382.935
Mexico,1982,13768.683
Mexico,1983,13422.527
Mexico,1984,13702.497
Mexico,1985,13966.241
Mexico,1986,13487.386
Mexico,1987,13762.588
Mexico,1988,13534.314
Mexico,1989,13965.897
Mexico,1990,14975.479
Mexico,1991,15141.17
Mexico,1992,15006.241
Mexico,1993,14701.9
Mexico,1994,15566.869
Mexico,1995,14619.06
Mexico,1996,14676.027
Mexico,1997,14897.366
Mexico,1998,15379.851
Mexico,1999,15098.726
Mexico,2000,15866.979
Mexico,2001,15620.509
Mexico,2002,15874.146
Mexico,2003,15948.56
Mexico,2004,16583.523
Mexico,2005,17894.123
Mexico,2006,17877.926
Mexico,2007,17898.035
Mexico,2008,18173.977
Mexico,2009,17929.121
Mexico,2010,17593.861
Mexico,2011,18112.566
Mexico,2012,18137.041
Mexico,2013,17915.207
Mexico,2014,17328.951
Mexico,2015,17006.129
Mexico,2016,17220.443
Mexico,2017,17321.303
Mexico,2018,16786.457
Mexico,2019,16455.648
Mexico,2020,14507.214
Mexico,2021,15217.7295
Mexico,2022,15887.447
Mexico,2023,16464.895
Morocco,1965,1059.203
Morocco,1966,1475.3055
Morocco,1967,1550.9716
Morocco,1968,1609.6403
Morocco,1969,1678.0184
Morocco,1970,1728.0583
Morocco,1971,1772.3291
Morocco,1972,1876.1157
Morocco,1973,2136.605
Morocco,1974,2217.27
Morocco,1975,2257.148
Morocco,1976,2404.0864
Morocco,1977,2589.9695
Morocco,1978,2684.7168
Morocco,1979,2917.6675
Morocco,1980,2860.7783
Morocco,1981,2767.2976
Morocco,1982,2846.6152
Morocco,1983,2863.1436
Morocco,1984,2847.3623
Morocco,1985,2859.4333
Morocco,1986,2875.592
Morocco,1987,2883.4077
Morocco,1988,2981.3367
Morocco,1989,3206.29
Morocco,1990,3221.2292
Morocco,1991,3208.6702
Morocco,1992,3579.7783
Morocco,1993,3621.3716
Morocco,1994,3891.775
Morocco,1995,3783.7856
Morocco,1996,3752.968
Morocco,1997,3839.615
Morocco,1998,3920.4734
Morocco,1999,4118.6973
Morocco,2000,4032.686
Morocco,2001,4278.1597
Morocco,2002,4336.5244
Morocco,2003,4237.195
Morocco,2004,4774.861
Morocco,2005,5191.2812
Morocco,2006,5232.947
Morocco,2007,5119.291
Morocco,2008,5586.19
Morocco,2009,5228.139
Morocco,2010,5652.3384
Morocco,2011,5996.4497
Morocco,2012,6055.178
Morocco,2013,6007.5825
Morocco,2014,6055.053
Morocco,2015,6025.9453
Morocco,2016,6006.062
Morocco,2017,6233.538
Morocco,2018,6253.0957
Morocco,2019,6719.7544
Morocco,2020,6110.9746
Morocco,2021,6710.1064
Morocco,2022,6631.5874
Morocco,2023,6563.732
Netherlands,1965,33721.645
Netherlands,1966,35679.16
Netherlands,1967,37274.477
Netherlands,1968,41196.305
Netherlands,1969,45328.902
Netherlands,1970,50526.875
Netherlands,1971,52675.934
Netherlands,1972,60582.566
Netherlands,1973,63694.586
Netherlands,1974,59485.777
Netherlands,1975,59339.926
Netherlands,1976,64218.42
Netherlands,1977,62647.73
Netherlands,1978,63357.105
Netherlands,1979,65201.08
Netherlands,1980,60650.074
Netherlands,1981,57201.82
Netherlands,1982,52635.984
Netherlands,1983,52690.6
Netherlands,1984,54479.19
Netherlands,1985,55826.984
Netherlands,1986,58242.152
Netherlands,1987,59221.56
Netherlands,1988,59016.72
Netherlands,1989,58854.543
Netherlands,1990,60104.992
Netherlands,1991,60854.72
Netherlands,1992,61062.695
Netherlands,1993,61124.77
Netherlands,1994,60038.215
Netherlands,1995,62091.938
Netherlands,1996,64328.18
Netherlands,1997,63062.74
Netherlands,1998,62828.176
Netherlands,1999,61661.11
Netherlands,2000,62039.64
Netherlands,2001,64075.08
Netherlands,2002,63691.043
Netherlands,2003,63843.56
Netherlands,2004,65559.89
Netherlands,2005,66299.11
Netherlands,2006,64614.66
Netherlands,2007,65239.363
Netherlands,2008,63864.88
Netherlands,2009,62341.004
Netherlands,2010,67602.75
Netherlands,2011,63664.504
Netherlands,2012,62190.094
Netherlands,2013,60208.56
Netherlands,2014,57048.688
Netherlands,2015,57064.965
Netherlands,2016,57739.87
Netherlands,2017,57581.445
Netherlands,2018,55474.54
Netherlands,2019,54195.6
Netherlands,2020,50453.15
Netherlands,2021,50498.977
Netherlands,2022,45617.457
Netherlands,2023,43976.91
New Zealand,1970,22920.904
New Zealand,1971,22543.393
New Zealand,1972,23805.973
New Zealand,1973,25098.098
New Zealand,1974,24188.096
New Zealand,1975,22975.924
New Zealand,1976,25241.035
New Zealand,1977,26798.07
New Zealand,1978,25452.895
New Zealand,1979,23521.633
New Zealand,1980,22618.482
New Zealand,1981,22378.785
New Zealand,1982,24854.2
New Zealand,1983,24947.434
New Zealand,1984,26662.799
New Zealand,1985,27584.857
New Zealand,1986,28910.611
New Zealand,1987,29466.24
New Zealand,1988,30499.025
New Zealand,1989,31479.422
New Zealand,1990,32142.564
New Zealand,1991,32550.72
New Zealand,1992,33722.297
New Zealand,1993,32834.3
New Zealand,1994,33611.617
New Zealand,1995,33911.906
New Zealand,1996,35371.164
New Zealand,1997,37151.305
New Zealand,1998,35017.78
New Zealand,1999,36957.543
New Zealand,2000,37879.395
New Zealand,2001,39377.96
New Zealand,2002,38642.633
New Zealand,2003,37262.953
New Zealand,2004,35646.418
New Zealand,2005,36160.438
New Zealand,2006,35877.098
New Zealand,2007,35072.484
New Zealand,2008,35379.906
New Zealand,2009,33089.496
New Zealand,2010,33106.832
New Zealand,2011,32544.32
New Zealand,2012,33995.746
New Zealand,2013,33921.88
New Zealand,2014,34671.97
New Zealand,2015,33982.074
New Zealand,2016,33487.688
New Zealand,2017,34473.633
New Zealand,2018,33098.06
New Zealand,2019,33603.637
New Zealand,2020,28793.12
New Zealand,2021,27492.916
New Zealand,2022,25443.932
New Zealand,2023,26407.25
North America,1965,52763.68
North America,1966,54844.68
North America,1967,55709.547
North America,1968,58250.67
North America,1969,60143.8
North America,1970,61497.777
North America,1971,61538.04
North America,1972,63647.387
North America,1973,65460.54
North America,1974,62696.234
North America,1975,59796.133
North America,1976,62240.13
North America,1977,63210.137
North America,1978,63065.438
North America,1979,63192.242
North America,1980,60257.855
North America,1981,57793.664
North America,1982,54293.72
North America,1983,52886.965
North America,1984,54892.496
North America,1985,54011.25
North America,1986,53393.215
North America,1987,54641.5
North America,1988,56286
North America,1989,56774.973
North America,1990,55447.688
North America,1991,54249.312
North America,1992,54495.258
North America,1993,54662.03
North America,1994,55145.45
North America,1995,55037.56
North America,1996,56037.477
North America,1997,56169.164
North America,1998,55912.17
North America,1999,55919.406
North America,2000,56969.906
North America,2001,55382.832
North America,2002,55416.297
North America,2003,55253.1
North America,2004,55775.207
North America,2005,55475.535
North America,2006,54364.42
North America,2007,54760.34
North America,2008,52597.113
North America,2009,49182.754
North America,2010,50272.363
North America,2011,49251.824
North America,2012,47736.973
North America,2013,48260.785
North America,2014,48147.79
North America,2015,47214.754
North America,2016,46339.105
North America,2017,45862.887
North America,2018,47087.18
North America,2019,46210.402
North America,2020,41607.4
North America,2021,43762.97
North America,2022,44329.785
North America,2023,43561.695
North Macedonia,1997,13647.232
North Macedonia,1998,15262.766
North Macedonia,1999,14031.511
North Macedonia,2000,13439.079
North Macedonia,2001,13239.325
North Macedonia,2002,12665.978
North Macedonia,2003,13514.634
North Macedonia,2004,13154.17
North Macedonia,2005,13620.195
North Macedonia,2006,13689.613
North Macedonia,2007,14409.527
North Macedonia,2008,14102.532
North Macedonia,2009,13192.985
North Macedonia,2010,12964.78
North Macedonia,2011,14224.819
North Macedonia,2012,13569.852
North Macedonia,2013,12257.564
North Macedonia,2014,11618.279
North Macedonia,2015,11385.05
North Macedonia,2016,11865.945
North Macedonia,2017,12289.454
North Macedonia,2018,11921.225
North Macedonia,2019,12999.659
North Macedonia,2020,11273.772
North Macedonia,2021,11706.583
North Macedonia,2022,12650.971
North Macedonia,2023,13374.528
Norway,1977,29283.516
Norway,1978,32818.312
Norway,1979,33376.31
Norway,1980,32223.73
Norway,1981,30650.398
Norway,1982,29638.092
Norway,1983,29609.66
Norway,1984,30689.754
Norway,1985,31951.639
Norway,1986,33664.242
Norway,1987,33653.043
Norway,1988,32810.723
Norway,1989,33116.934
Norway,1990,31595.918
Norway,1991,30567.412
Norway,1992,30909.094
Norway,1993,31820.62
Norway,1994,33288.06
Norway,1995,34192.664
Norway,1996,36312.62
Norway,1997,37362.598
Norway,1998,37631.465
Norway,1999,37096.613
Norway,2000,36270.582
Norway,2001,36410.125
Norway,2002,36309.777
Norway,2003,37747.066
Norway,2004,37266.875
Norway,2005,36151.617
Norway,2006,36117.242
Norway,2007,36457.68
Norway,2008,34863.12
Norway,2009,33499.004
Norway,2010,34804.766
Norway,2011,33636.227
Norway,2012,33157.55
Norway,2013,32855.62
Norway,2014,32611.459
Norway,2015,32980.098
Norway,2016,31721.953
Norway,2017,31809.531
Norway,2018,31906.523
Norway,2019,30928.984
Norway,2020,28928.11
Norway,2021,29114.1
Norway,2022,28682.938
Norway,2023,28196.826
Oceania,1965,25772.75
Oceania,1966,26603.018
Oceania,1967,27543.777
Oceania,1968,28527.79
Oceania,1969,29060.955
Oceania,1970,31001.178
Oceania,1971,31394.566
Oceania,1972,32252.861
Oceania,1973,33892.684
Oceania,1974,35030.176
Oceania,1975,34796.38
Oceania,1976,35958.395
Oceania,1977,37516.145
Oceania,1978,37866.297
Oceania,1979,38533.074
Oceania,1980,38148.227
Oceania,1981,38086.676
Oceania,1982,37624.684
Oceania,1983,36843.79
Oceania,1984,37679.92
Oceania,1985,38201.83
Oceania,1986,38466.742
Oceania,1987,39003.01
Oceania,1988,40115.363
Oceania,1989,41463.82
Oceania,1990,41661.797
Oceania,1991,40738.188
Oceania,1992,40894.957
Oceania,1993,41055.33
Oceania,1994,42073.36
Oceania,1995,42550.715
Oceania,1996,43217.168
Oceania,1997,43793.746
Oceania,1998,43876.11
Oceania,1999,45100.977
Oceania,2000,44813.87
Oceania,2001,44699.24
Oceania,2002,44727.375
Oceania,2003,44449.305
Oceania,2004,44870.645
Oceania,2005,44330.316
Oceania,2006,45311.74
Oceania,2007,45494.844
Oceania,2008,45491.074
Oceania,2009,43698.414
Oceania,2010,42790.457
Oceania,2011,42738.082
Oceania,2012,41649.555
Oceania,2013,41099.562
Oceania,2014,41015.285
Oceania,2015,41002.63
Oceania,2016,40080.824
Oceania,2017,39630.668
Oceania,2018,38800.402
Oceania,2019,39220.125
Oceania,2020,35482.83
Oceania,2021,34269.82
Oceania,2022,34675.914
Oceania,2023,34227.15
Oman,1994,25534.031
Oman,1995,29375.078
Oman,1996,29626.945
Oman,1997,30043.963
Oman,1998,30345.678
Oman,1999,33996.676
Oman,2000,47317.117
Oman,2001,51864.1
Oman,2002,54547.508
Oman,2003,55961.42
Oman,2004,57277.863
Oman,2005,62042.586
Oman,2006,66562.555
Oman,2007,65965.82
Oman,2008,75738.21
Oman,2009,73844.14
Oman,2010,82213.055
Oman,2011,80976.87
Oman,2012,80129
Oman,2013,83182.48
Oman,2014,78766.016
Oman,2015,80452.39
Oman,2016,76959.766
Oman,2017,77795.625
Oman,2018,81653.54
Oman,2019,81056.4
Oman,2020,79251.336
Oman,2021,86559.195
Oman,2022,90213.3
Oman,2023,91712.88
Pakistan,1965,1460.7875
Pakistan,1966,1435.0881
Pakistan,1967,1538.0332
Pakistan,1968,1690.4989
Pakistan,1969,1644.8536
Pakistan,1970,1590.692
Pakistan,1971,1393.2681
Pakistan,1972,1233.1644
Pakistan,1973,1276.4656
Pakistan,1974,1353.538
Pakistan,1975,1358.7776
Pakistan,1976,1328.1552
Pakistan,1977,1379.535
Pakistan,1978,1395.241
Pakistan,1979,1476.9795
Pakistan,1980,1590.629
Pakistan,1981,1643.0428
Pakistan,1982,1731.0394
Pakistan,1983,1752.3835
Pakistan,1984,1803.9174
Pakistan,1985,1838.4027
Pakistan,1986,1917.3563
Pakistan,1987,2015.3638
Pakistan,1988,2077.031
Pakistan,1989,2152.1047
Pakistan,1990,2198.9111
Pakistan,1991,2252.0007
Pakistan,1992,2283.8345
Pakistan,1993,2471.6145
Pakistan,1994,2507.3228
Pakistan,1995,2568.6948
Pakistan,1996,2646.364
Pakistan,1997,2597.1726
Pakistan,1998,2622.054
Pakistan,1999,2738.29
Pakistan,2000,2760.8545
Pakistan,2001,2717.9639
Pakistan,2002,2732.6267
Pakistan,2003,2876.176
Pakistan,2004,3149.1755
Pakistan,2005,3163.3792
Pakistan,2006,3303.9797
Pakistan,2007,3454.9773
Pakistan,2008,3476.8572
Pakistan,2009,3421.3796
Pakistan,2010,3348.9211
Pakistan,2011,3249.482
Pakistan,2012,3219.455
Pakistan,2013,3184.874
Pakistan,2014,3239.3044
Pakistan,2015,3382.3171
Pakistan,2016,2017.0452
Pakistan,2017,3835.8975
Pakistan,2018,3899.5825
Pakistan,2019,3815.2402
Pakistan,2020,3684.3274
Pakistan,2021,4031.1008
Pakistan,2022,3543.7766
Pakistan,2023,3189.5823
Peru,1965,4010.0356
Peru,1966,4847.073
Peru,1967,4726.9795
Peru,1968,4638.806
Peru,1969,4479.9263
Peru,1970,4562.9067
Peru,1971,4486.7373
Peru,1972,3785.7373
Peru,1973,4235.4746
Peru,1974,4806.4272
Peru,1975,4964.0205
Peru,1976,4904.824
Peru,1977,4790.564
Peru,1978,4635.2437
Peru,1979,4658.1914
Peru,1980,4907.8955
Peru,1981,4931.2793
Peru,1982,4777.265
Peru,1983,3956.2034
Peru,1984,4049.9668
Peru,1985,3762.409
Peru,1986,3970.8838
Peru,1987,4258.7754
Peru,1988,4064.414
Peru,1989,3534.1177
Peru,1990,3420.5874
Peru,1991,3176.8586
Peru,1992,3222.944
Peru,1993,3305.1296
Peru,1994,3533.2393
Peru,1995,3869.7717
Peru,1996,3918.5828
Peru,1997,3753.1396
Peru,1998,3788.3862
Peru,1999,3778.394
Peru,2000,3714.9482
Peru,2001,3472.2854
Peru,2002,3517.558
Peru,2003,3370.9304
Peru,2004,3810.3816
Peru,2005,3945.7441
Peru,2006,3798.855
Peru,2007,4291.466
Peru,2008,4808.72
Peru,2009,4809.8564
Peru,2010,5652.298
Peru,2011,6259.282
Peru,2012,6394.0303
Peru,2013,6460.8525
Peru,2014,6567.9717
Peru,2015,6790.393
Peru,2016,7236.561
Peru,2017,6838.96
Peru,2018,6977.6035
Peru,2019,7038.1636
Peru,2020,5844.542
Peru,2021,6814.3867
Peru,2022,7250.5923
Peru,2023,7371.403
Philippines,1994,2823.7468
Philippines,1995,3214.7793
Philippines,1996,3350.658
Philippines,1997,3627.1252
Philippines,1998,3487.5388
Philippines,1999,3304.3452
Philippines,2000,3228.1777
Philippines,2001,3146.5203
Philippines,2002,3113.3347
Philippines,2003,3155.4846
Philippines,2004,3144.7341
Philippines,2005,3107.3804
Philippines,2006,2824.4814
Philippines,2007,2949.2637
Philippines,2008,2956.633
Philippines,2009,2952.6099
Philippines,2010,3067.8267
Philippines,2011,3028.075
Philippines,2012,3068.8186
Philippines,2013,3288.601
Philippines,2014,3433.5132
Philippines,2015,3724.175
Philippines,2016,4018.6426
Philippines,2017,4357.814
Philippines,2018,4446.1504
Philippines,2019,4551.6694
Philippines,2020,4030.018
Philippines,2021,4202.107
Philippines,2022,4330.767
Philippines,2023,4569.4004
Poland,1965,24766.8
Poland,1966,25024.969
Poland,1967,25540.846
Poland,1968,27274.523
Poland,1969,28931.9
Poland,1970,30246.518
Poland,1971,31004.541
Poland,1972,32440.979
Poland,1973,32763.639
Poland,1974,33480.51
Poland,1975,35802.94
Poland,1976,37396.56
Poland,1977,38591.48
Poland,1978,40170.027
Poland,1979,40415.152
Poland,1980,41887.17
Poland,1981,37412.926
Poland,1982,37791.887
Poland,1983,37586.496
Poland,1984,38741.465
Poland,1985,39261.2
Poland,1986,40121.08
Poland,1987,41193.23
Poland,1988,40233.258
Poland,1989,38599.75
Poland,1990,31682.328
Poland,1991,30908.197
Poland,1992,29477.613
Poland,1993,29417.365
Poland,1994,28088.07
Poland,1995,28720.547
Poland,1996,30150.334
Poland,1997,29851.887
Poland,1998,28573.68
Poland,1999,28046.484
Poland,2000,26245.729
Poland,2001,25920.68
Poland,2002,25652.027
Poland,2003,26597.102
Poland,2004,26736.91
Poland,2005,27215.846
Poland,2006,28445.125
Poland,2007,28224.723
Poland,2008,28540.701
Poland,2009,27300.135
Poland,2010,28939.145
Poland,2011,28876.86
Poland,2012,27659.223
Poland,2013,27773.799
Poland,2014,26506.785
Poland,2015,26717.104
Poland,2016,28024.232
Poland,2017,29419.85
Poland,2018,29872.297
Poland,2019,28691.8
Poland,2020,27285.287
Poland,2021,29445.676
Poland,2022,26873.613
Poland,2023,24483.902
Portugal,1996,20366.21
Portugal,1997,21129.84
Portugal,1998,23322.602
Portugal,1999,25332.818
Portugal,2000,24821.926
Portugal,2001,24316.115
Portugal,2002,25701.65
Portugal,2003,24197.78
Portugal,2004,25023.227
Portugal,2005,26052.932
Portugal,2006,23707.29
Portugal,2007,23617.645
Portugal,2008,22878.043
Portugal,2009,22066.736
Portugal,2010,20827.625
Portugal,2011,20681.291
Portugal,2012,19654.238
Portugal,2013,19564.64
Portugal,2014,19368.916
Portugal,2015,21058.496
Portugal,2016,21172.613
Portugal,2017,23007.441
Portugal,2018,21869.201
Portugal,2019,20970.73
Portugal,2020,17581.615
Portugal,2021,17272.014
Portugal,2022,18013.07
Portugal,2023,16442.746
Qatar,2005,263541.62
Qatar,2012,233116.89
Qatar,2013,236838.84
Qatar,2014,235335.84
Qatar,2015,245558.75
Qatar,2016,224322.64
Qatar,2017,207854.7
Qatar,2018,201834.77
Qatar,2019,207712.9
Qatar,2020,185149.81
Qatar,2021,201395.5
Qatar,2022,209834.67
Qatar,2023,225427.1
Romania,1965,14424.233
Romania,1966,15306.275
Romania,1967,16919.57
Romania,1968,17850.654
Romania,1969,20254.764
Romania,1970,21272.86
Romania,1971,22103.174
Romania,1972,22645.404
Romania,1973,24408.629
Romania,1974,24147.434
Romania,1975,25975.502
Romania,1976,27896.514
Romania,1977,29167.219
Romania,1978,31100.877
Romania,1979,31431.432
Romania,1980,31388.566
Romania,1981,31295.1
Romania,1982,30998.148
Romania,1983,30910.947
Romania,1984,30425.389
Romania,1985,30068.85
Romania,1986,30907.504
Romania,1987,31958.07
Romania,1988,32019.012
Romania,1989,32123.492
Romania,1990,30717.281
Romania,1991,25448.525
Romania,1992,22633.723
Romania,1993,21893.812
Romania,1994,20601.713
Romania,1995,22431.035
Romania,1996,22342.947
Romania,1997,20466.715
Romania,1998,18407.2
Romania,1999,15987.029
Romania,2000,16476.002
Romania,2001,16786.797
Romania,2002,17503.854
Romania,2003,18114.762
Romania,2004,18539.148
Romania,2005,18362.438
Romania,2006,19129.484
Romania,2007,18527.94
Romania,2008,17989.598
Romania,2009,15474.937
Romania,2010,15133.654
Romania,2011,16319.691
Romania,2012,15897.033
Romania,2013,14094.412
Romania,2014,13958.993
Romania,2015,13985.586
Romania,2016,13979.056
Romania,2017,14744.829
Romania,2018,14801.795
Romania,2019,14636.437
Romania,2020,13919.924
Romania,2021,14884.895
Romania,2022,13507.945
Romania,2023,12522.294
Russia,1985,61590.2
Russia,1986,62063.043
Russia,1987,63368.383
Russia,1988,63904.1
Russia,1989,63774.69
Russia,1990,62475.945
Russia,1991,61304.184
Russia,1992,58608.8
Russia,1993,54167.45
Russia,1994,49321.42
Russia,1995,46434.875
Russia,1996,44843.99
Russia,1997,42161.953
Russia,1998,42220.35
Russia,1999,42528.324
Russia,2000,43295.87
Russia,2001,43977.125
Russia,2002,44150.668
Russia,2003,45379.094
Russia,2004,45765.516
Russia,2005,45881.293
Russia,2006,48244.59
Russia,2007,48506.113
Russia,2008,48994.688
Russia,2009,46072.875
Russia,2010,48147.676
Russia,2011,50022.23
Russia,2012,50210.414
Russia,2013,49225.37
Russia,2014,49318.76
Russia,2015,48182.344
Russia,2016,48815.406
Russia,2017,48952.27
Russia,2018,50831.316
Russia,2019,50243.56
Russia,2020,47829.625
Russia,2021,49603.793
Russia,2022,52059.96
Russia,2023,52628.473
Saudi Arabia,1965,47226.98
Saudi Arabia,1966,46068.15
Saudi Arabia,1967,44929.09
Saudi Arabia,1968,43806.656
Saudi Arabia,1969,42714.965
Saudi Arabia,1970,43047.36
Saudi Arabia,1971,41157.68
Saudi Arabia,1972,41962.848
Saudi Arabia,1973,42461.61
Saudi Arabia,1974,42674.32
Saudi Arabia,1975,32068.314
Saudi Arabia,1976,35193.49
Saudi Arabia,1977,39492.14
Saudi Arabia,1978,41836.26
Saudi Arabia,1979,48217.637
Saudi Arabia,1980,41282.754
Saudi Arabia,1981,46940.11
Saudi Arabia,1982,49267.5
Saudi Arabia,1983,50909.34
Saudi Arabia,1984,58105.355
Saudi Arabia,1985,56611.297
Saudi Arabia,1986,58194.633
Saudi Arabia,1987,59031.215
Saudi Arabia,1988,59147.156
Saudi Arabia,1989,55789.254
Saudi Arabia,1990,58003.78
Saudi Arabia,1991,58390.523
Saudi Arabia,1992,56810.156
Saudi Arabia,1993,56193.19
Saudi Arabia,1994,63132.09
Saudi Arabia,1995,59823.926
Saudi Arabia,1996,60202.79
Saudi Arabia,1997,59696.375
Saudi Arabia,1998,61183.16
Saudi Arabia,1999,60706.84
Saudi Arabia,2000,61950.85
Saudi Arabia,2001,64399.92
Saudi Arabia,2002,65480.074
Saudi Arabia,2003,67781.13
Saudi Arabia,2004,71949.19
Saudi Arabia,2005,74232.8
Saudi Arabia,2006,74860.33
Saudi Arabia,2007,73638.336
Saudi Arabia,2008,77575.35
Saudi Arabia,2009,77417.22
Saudi Arabia,2010,83336.766
Saudi Arabia,2011,84815.76
Saudi Arabia,2012,88059.805
Saudi Arabia,2013,86749.92
Saudi Arabia,2014,91254.19
Saudi Arabia,2015,93328.76
Saudi Arabia,2016,95154.875
Saudi Arabia,2017,93048.93
Saudi Arabia,2018,88561.055
Saudi Arabia,2019,82808.75
Saudi Arabia,2020,80169
Saudi Arabia,2021,82884.45
Saudi Arabia,2022,86375.04
Saudi Arabia,2023,86793.03
Singapore,1992,92250.25
Singapore,1993,97605.51
Singapore,1994,108270.72
Singapore,1995,109529.38
Singapore,1996,107257.73
Singapore,1997,109560.49
Singapore,1998,108043.25
Singapore,1999,104259.586
Singapore,2000,109096.14
Singapore,2001,121128.19
Singapore,2002,115095.37
Singapore,2003,107110.51
Singapore,2004,118904.44
Singapore,2005,123200.69
Singapore,2006,131384.6
Singapore,2007,135920
Singapore,2008,139711.31
Singapore,2009,145017.36
Singapore,2010,149398.58
Singapore,2011,151591.55
Singapore,2012,149095.28
Singapore,2013,147899.7
Singapore,2014,148254.44
Singapore,2015,154986.83
Singapore,2016,161758.8
Singapore,2017,164316.77
Singapore,2018,163005.61
Singapore,2019,157973.89
Singapore,2020,153566.2
Singapore,2021,152755.17
Singapore,2022,146763.42
Singapore,2023,159430.39
Slovakia,1965,22977.555
Slovakia,1966,23699.17
Slovakia,1967,23853.74
Slovakia,1968,26374.088
Slovakia,1969,27661.455
Slovakia,1970,30051.303
Slovakia,1971,32376.387
Slovakia,1972,33756.926
Slovakia,1973,34828.387
Slovakia,1974,35616.19
Slovakia,1975,37287.848
Slovakia,1976,38173.9
Slovakia,1977,39747.22
Slovakia,1978,41511.633
Slovakia,1979,41336.258
Slovakia,1980,40118.15
Slovakia,1981,39300.715
Slovakia,1982,38299.797
Slovakia,1983,37928.97
Slovakia,1984,40499.805
Slovakia,1985,40179.293
Slovakia,1986,38527.594
Slovakia,1987,39332.65
Slovakia,1988,39507.68
Slovakia,1989,39537.465
Slovakia,1990,39655.953
Slovakia,1991,35009.32
Slovakia,1992,33320.156
Slovakia,1993,31404.893
Slovakia,1994,29637.12
Slovakia,1995,30442.346
Slovakia,1996,31126.365
Slovakia,1997,30542.227
Slovakia,1998,30640.504
Slovakia,1999,29926.613
Slovakia,2000,29348.623
Slovakia,2001,29952.443
Slovakia,2002,29812.766
Slovakia,2003,29721.3
Slovakia,2004,29034.072
Slovakia,2005,30513.031
Slovakia,2006,29146.037
Slovakia,2007,27928.426
Slovakia,2008,28487.32
Slovakia,2009,25918.762
Slovakia,2010,27573.736
Slovakia,2011,26174.793
Slovakia,2012,24512.963
Slovakia,2013,24848.66
Slovakia,2014,22453.465
Slovakia,2015,23047.562
Slovakia,2016,23294.002
Slovakia,2017,25020.875
Slovakia,2018,24909.098
Slovakia,2019,23096.76
Slovakia,2020,22260.988
Slovakia,2021,24794.664
Slovakia,2022,21627.748
Slovakia,2023,20531.35
Slovenia,1990,23786.15
Slovenia,1991,22390.188
Slovenia,1992,21772.047
Slovenia,1993,23298.463
Slovenia,1994,23973.414
Slovenia,1995,25700.936
Slovenia,1996,27241.637
Slovenia,1997,28338.803
Slovenia,1998,27933.713
Slovenia,1999,27497.416
Slovenia,2000,26908.03
Slovenia,2001,28261.635
Slovenia,2002,28390.82
Slovenia,2003,28541.797
Slovenia,2004,28977.965
Slovenia,2005,29369.625
Slovenia,2006,29845.785
Slovenia,2007,29753.36
Slovenia,2008,31578.297
Slovenia,2009,27809.021
Slovenia,2010,28045.44
Slovenia,2011,27286.537
Slovenia,2012,26351.06
Slovenia,2013,25182.643
Slovenia,2014,23025.074
Slovenia,2015,23031.154
Slovenia,2016,24535.143
Slovenia,2017,24964.055
Slovenia,2018,25108.457
Slovenia,2019,24013.488
Slovenia,2020,21428.219
Slovenia,2021,22004.385
Slovenia,2022,21175.5
Slovenia,2023,19192.523
South Africa,1965,18456.01
South Africa,1966,18005.387
South Africa,1967,18180.576
South Africa,1968,18604.604
South Africa,1969,18579.463
South Africa,1970,18839.332
South Africa,1971,19698.943
South Africa,1972,19687.447
South Africa,1973,20575.898
South Africa,1974,20566.531
South Africa,1975,21339.766
South Africa,1976,21603.023
South Africa,1977,21544.672
South Africa,1978,20769.371
South Africa,1979,20967.867
South Africa,1980,21821.23
South Africa,1981,24709.723
South Africa,1982,25971.902
South Africa,1983,25661.047
South Africa,1984,26938.564
South Africa,1985,26594.094
South Africa,1986,25859.492
South Africa,1987,25586.592
South Africa,1988,26827.29
South Africa,1989,24724.65
South Africa,1990,25144.668
South Africa,1991,24209.82
South Africa,1992,23909.041
South Africa,1993,23615.041
South Africa,1994,24004.305
South Africa,1995,24641.549
South Africa,1996,24680.236
South Africa,1997,24798.572
South Africa,1998,24011.482
South Africa,1999,24685.686
South Africa,2000,24430.244
South Africa,2001,24452.41
South Africa,2002,23487.709
South Africa,2003,25328.736
South Africa,2004,27414.535
South Africa,2005,25767.262
South Africa,2006,26044.467
South Africa,2007,26424.736
South Africa,2008,28061.143
South Africa,2009,27612.547
South Africa,2010,27482.773
South Africa,2011,26724.11
South Africa,2012,26054.705
South Africa,2013,25752.686
South Africa,2014,25554.182
South Africa,2015,24462.293
South Africa,2016,25177.598
South Africa,2017,24839.158
South Africa,2018,23676.572
South Africa,2019,24407.4
South Africa,2020,22622.416
South Africa,2021,22345.924
South Africa,2022,21312.04
South Africa,2023,21067.861
South America,1965,5575.3184
South America,1966,5762.016
South America,1967,5811.388
South America,1968,6059.5117
South America,1969,6168.4277
South America,1970,6233.3403
South America,1971,6439.746
South America,1972,6674.4355
