Entity,Year,Renewables per capita (kWh - equivalent)
Sri Lanka,2008,575.6119
Sri Lanka,2009,535.52783
Sri Lanka,2010,771.13385
Sri Lanka,2011,624.3182
Sri Lanka,2012,454.63242
Sri Lanka,2013,929.7784
Sri Lanka,2014,626.52203
Sri Lanka,2015,812.782
Sri Lanka,2016,592.894
Sri Lanka,2017,581.9754
Sri Lanka,2018,878.3047
Sri Lanka,2019,706.5239
Sri Lanka,2020,757.9512
Sri Lanka,2021,1100.3818
Sri Lanka,2022,1101.7708
Sri Lanka,2023,1014.738
Sweden,1965,17699.406
Sweden,1966,17200.88
Sweden,1967,18488.486
Sweden,1968,18156.307
Sweden,1969,15493.238
Sweden,1970,15334.093
Sweden,1971,19112.344
Sweden,1972,19665.49
Sweden,1973,21860.477
Sweden,1974,20806.584
Sweden,1975,20846.982
Sweden,1976,19797.238
Sweden,1977,19277.508
Sweden,1978,20728.143
Sweden,1979,21904.506
Sweden,1980,21219.764
Sweden,1981,21572.68
Sweden,1982,19905.72
Sweden,1983,23043.012
Sweden,1984,24692.902
Sweden,1985,25707.146
Sweden,1986,22173.203
Sweden,1987,25923.533
Sweden,1988,25173.588
Sweden,1989,25769.19
Sweden,1990,25809.316
Sweden,1991,22457.38
Sweden,1992,26203.043
Sweden,1993,26235.955
Sweden,1994,20873.506
Sweden,1995,23883.898
Sweden,1996,18232.84
Sweden,1997,24257.066
Sweden,1998,26142.484
Sweden,1999,25049.547
Sweden,2000,27821.758
Sweden,2001,27641.064
Sweden,2002,23433.676
Sweden,2003,19239.525
Sweden,2004,22378.582
Sweden,2005,26026.643
Sweden,2006,22745.648
Sweden,2007,24626.441
Sweden,2008,25692.07
Sweden,2009,24782.004
Sweden,2010,25492.766
Sweden,2011,25708.791
Sweden,2012,29345.281
Sweden,2013,24569.771
Sweden,2014,25133.389
Sweden,2015,29480.457
Sweden,2016,25703.904
Sweden,2017,26804.848
Sweden,2018,25563.363
Sweden,2019,27313.838
Sweden,2020,30217.094
Sweden,2021,30948.266
Sweden,2022,31525.064
Sweden,2023,30342.297
Switzerland,1965,12165.755
Switzerland,1966,13748.585
Switzerland,1967,14729.924
Switzerland,1968,14382.588
Switzerland,1969,13609.778
Switzerland,1970,13955.658
Switzerland,1971,13821.378
Switzerland,1972,11445.128
Switzerland,1973,12464.207
Switzerland,1974,12986.982
Switzerland,1975,15038.9375
Switzerland,1976,12128.761
Switzerland,1977,16425.982
Switzerland,1978,14906.721
Switzerland,1979,14091.189
Switzerland,1980,15739.138
Switzerland,1981,16566.137
Switzerland,1982,16838.182
Switzerland,1983,16350.543
Switzerland,1984,13905.833
Switzerland,1985,14829.258
Switzerland,1986,15186.01
Switzerland,1987,15916.362
Switzerland,1988,16303.453
Switzerland,1989,13501.354
Switzerland,1990,13336.898
Switzerland,1991,14165.246
Switzerland,1992,14296.343
Switzerland,1993,15481.818
Switzerland,1994,16778.504
Switzerland,1995,15039.424
Switzerland,1996,12304.795
Switzerland,1997,14505.741
Switzerland,1998,14239.616
Switzerland,1999,16904.234
Switzerland,2000,15542.646
Switzerland,2001,17197.82
Switzerland,2002,14515.373
Switzerland,2003,14168.365
Switzerland,2004,13609.969
Switzerland,2005,12494.559
Switzerland,2006,12297.345
Switzerland,2007,13749.002
Switzerland,2008,13809.846
Switzerland,2009,13447.333
Switzerland,2010,13376.215
Switzerland,2011,11952.832
Switzerland,2012,13997.786
Switzerland,2013,13809.502
Switzerland,2014,13580.364
Switzerland,2015,13528.459
Switzerland,2016,12301.389
Switzerland,2017,12176.923
Switzerland,2018,12298.478
Switzerland,2019,13218.043
Switzerland,2020,13190.842
Switzerland,2021,12851.443
Switzerland,2022,10956.918
Switzerland,2023,13708.428
Taiwan,1965,585.0312
Taiwan,1966,582.1694
Taiwan,1967,559.6209
Taiwan,1968,800.62506
Taiwan,1969,617.4031
Taiwan,1970,566.3755
Taiwan,1971,597.6989
Taiwan,1972,688.43756
Taiwan,1973,630.7832
Taiwan,1974,856.4832
Taiwan,1975,939.8822
Taiwan,1976,750.9613
Taiwan,1977,692.7744
Taiwan,1978,839.93036
Taiwan,1979,758.96216
Taiwan,1980,478.01196
Taiwan,1981,769.9185
Taiwan,1982,757.58966
Taiwan,1983,777.90576
Taiwan,1984,674.16833
Taiwan,1985,909.8901
Taiwan,1986,917.88043
Taiwan,1987,815.06226
Taiwan,1988,684.2377
Taiwan,1989,735.32855
Taiwan,1990,949.35754
Taiwan,1991,585.9705
Taiwan,1992,965.0755
Taiwan,1993,610.25854
Taiwan,1994,741.4085
Taiwan,1995,724.0686
Taiwan,1996,718.3416
Taiwan,1997,789.74225
Taiwan,1998,925.319
Taiwan,1999,786.9658
Taiwan,2000,758.363
Taiwan,2001,859.95544
Taiwan,2002,590.3047
Taiwan,2003,643.0695
Taiwan,2004,670.66864
Taiwan,2005,782.3744
Taiwan,2006,801.9354
Taiwan,2007,901.83606
Taiwan,2008,858.7596
Taiwan,2009,806.08545
Taiwan,2010,901.33014
Taiwan,2011,937.61127
Taiwan,2012,1138.9088
Taiwan,2013,1153.256
Taiwan,2014,1008.253
Taiwan,2015,1047.3325
Taiwan,2016,1293.3307
Taiwan,2017,1246.1562
Taiwan,2018,1256.7783
Taiwan,2019,1536.5668
Taiwan,2020,1523.9855
Taiwan,2021,1772.4644
Taiwan,2022,2456.488
Taiwan,2023,2764.3362
Thailand,1965,80.3751
Thailand,1966,98.67835
Thailand,1967,123.18035
Thailand,1968,122.889534
Thailand,1969,88.91134
Thailand,1970,147.63577
Thailand,1971,164.52713
Thailand,1972,135.0538
Thailand,1973,143.0075
Thailand,1974,182.158
Thailand,1975,245.6901
Thailand,1976,256.78183
Thailand,1977,225.34348
Thailand,1978,142.42671
Thailand,1979,215.56378
Thailand,1980,82.30065
Thailand,1981,188.20021
Thailand,1982,237.79727
Thailand,1983,222.36397
Thailand,1984,243.1158
Thailand,1985,215.71819
Thailand,1986,317.35568
Thailand,1987,228.8514
Thailand,1988,207.6533
Thailand,1989,301.3106
Thailand,1990,263.79626
Thailand,1991,239.15598
Thailand,1992,217.14694
Thailand,1993,186.50739
Thailand,1994,224.92967
Thailand,1995,335.73123
Thailand,1996,365.3053
Thailand,1997,357.6707
Thailand,1998,259.69873
Thailand,1999,184.33105
Thailand,2000,302.89117
Thailand,2001,316.11984
Thailand,2002,372.2077
Thailand,2003,383.4029
Thailand,2004,351.03537
Thailand,2005,343.58063
Thailand,2006,450.52023
Thailand,2007,478.96796
Thailand,2008,477.88766
Thailand,2009,506.2304
Thailand,2010,491.5678
Thailand,2011,630.01794
Thailand,2012,731.78076
Thailand,2013,738.6043
Thailand,2014,845.47235
Thailand,2015,844.2448
Thailand,2016,943.5437
Thailand,2017,1105.1626
Thailand,2018,1364.914
Thailand,2019,1485.1025
Thailand,2020,1382.2467
Thailand,2021,1400.2042
Thailand,2022,1443.363
Thailand,2023,1519.1671
Trinidad and Tobago,2010,8.675301
Trinidad and Tobago,2011,8.563352
Trinidad and Tobago,2012,11.938638
Trinidad and Tobago,2013,11.781442
Trinidad and Tobago,2014,11.630716
Trinidad and Tobago,2015,11.535935
Trinidad and Tobago,2016,11.396227
Trinidad and Tobago,2017,11.258083
Trinidad and Tobago,2018,10.998166
Trinidad and Tobago,2019,10.847657
Trinidad and Tobago,2020,10.820751
Trinidad and Tobago,2021,10.727946
Trinidad and Tobago,2022,10.651311
Trinidad and Tobago,2023,10.585695
Turkey,1965,215.54102
Turkey,1966,226.99889
Turkey,1967,229.97319
Turkey,1968,293.92136
Turkey,1969,309.73874
Turkey,1970,267.23685
Turkey,1971,226.49837
Turkey,1972,269.80237
Turkey,1973,218.97125
Turkey,1974,272.3345
Turkey,1975,457.7143
Turkey,1976,624.1362
Turkey,1977,629.30255
Turkey,1978,663.01184
Turkey,1979,715.18506
Turkey,1980,770.954
Turkey,1981,837.1553
Turkey,1982,911.66016
Turkey,1983,713.2212
Turkey,1984,826.5808
Turkey,1985,724.6196
Turkey,1986,701.47626
Turkey,1987,1077.4001
Turkey,1988,1641.2487
Turkey,1989,998.4916
Turkey,1990,1264.1616
Turkey,1991,1218.8379
Turkey,1992,1401.5325
Turkey,1993,1759.157
Turkey,1994,1557.687
Turkey,1995,1788.1599
Turkey,1996,1998.2513
Turkey,1997,1940.5065
Turkey,1998,2022.7028
Turkey,1999,1634.1649
Turkey,2000,1437.2983
Turkey,2001,1099.6935
Turkey,2002,1502.7657
Turkey,2003,1542.409
Turkey,2004,1968.9255
Turkey,2005,1656.581
Turkey,2006,1823.5356
Turkey,2007,1465.1344
Turkey,2008,1359.1863
Turkey,2009,1476.5658
Turkey,2010,2114.5918
Turkey,2011,2164.3574
Turkey,2012,2389.0305
Turkey,2013,2524.0308
Turkey,2014,1849.1665
Turkey,2015,2846.8496
Turkey,2016,3000.5432
Turkey,2017,2850.1765
Turkey,2018,3151.1604
Turkey,2019,4210.456
Turkey,2020,4037.9314
Turkey,2021,3705.3306
Turkey,2022,4271.088
Turkey,2023,4239.2173
Turkmenistan,1985,2.7321458
Turkmenistan,1986,2.6585488
Turkmenistan,1987,2.5859098
Turkmenistan,1988,2.5165048
Turkmenistan,1989,2.4496589
Turkmenistan,1990,2.3844857
Turkmenistan,1991,2.3211598
Turkmenistan,1992,3.1630611
Turkmenistan,1993,3.6671727
Turkmenistan,1994,2.8617997
Turkmenistan,1995,2.798437
Turkmenistan,1996,3.437486
Turkmenistan,1997,3.3881838
Turkmenistan,1998,4.0035768
Turkmenistan,1999,3.2847495
Turkmenistan,2000,2.0411594
Turkmenistan,2001,1.9990457
Turkmenistan,2002,1.9591519
Turkmenistan,2003,1.9220458
Turkmenistan,2004,1.885708
Turkmenistan,2005,1.8484652
Turkmenistan,2006,1.8115377
Turkmenistan,2007,1.7748237
Turkmenistan,2008,1.7377964
Turkmenistan,2009,1.7001135
Turkmenistan,2010,1.7458076
Turkmenistan,2011,1.8580803
Turkmenistan,2012,2.0772533
Turkmenistan,2013,2.4522195
Turkmenistan,2014,3.0001118
Turkmenistan,2015,3.9107308
Turkmenistan,2016,4.622356
Turkmenistan,2017,4.5098114
Turkmenistan,2018,4.411961
Turkmenistan,2019,4.329066
Turkmenistan,2020,4.2613072
Turkmenistan,2021,4.1714344
Turkmenistan,2022,4.0987487
Turkmenistan,2023,4.0303802
USSR,1965,1045.4968
USSR,1966,1165.3416
USSR,1967,1111.703
USSR,1968,1292.4463
USSR,1969,1417.0017
USSR,1970,1516.8043
USSR,1971,1524.7106
USSR,1972,1472.5609
USSR,1973,1452.9554
USSR,1974,1553.9904
USSR,1975,1469.1635
USSR,1976,1568.1636
USSR,1977,1682.7681
USSR,1978,1924.8024
USSR,1979,1934.4025
USSR,1980,2051.6418
USSR,1981,2066.257
USSR,1982,1916.5466
USSR,1983,1960.8125
USSR,1984,2186.1504
Ukraine,1985,622.1277
Ukraine,1986,616.86066
Ukraine,1987,553.72485
Ukraine,1988,686.82666
Ukraine,1989,581.65625
Ukraine,1990,602.63416
Ukraine,1991,670.10754
Ukraine,1992,450.128
Ukraine,1993,630.421
Ukraine,1994,695.95306
Ukraine,1995,576.3843
Ukraine,1996,504.28082
Ukraine,1997,580.9141
Ukraine,1998,935.7344
Ukraine,1999,858.9757
Ukraine,2000,682.3856
Ukraine,2001,731.07117
Ukraine,2002,587.03345
Ukraine,2003,564.6652
Ukraine,2004,718.61487
Ukraine,2005,756.92206
Ukraine,2006,789.0848
Ukraine,2007,641.3916
Ukraine,2008,723.3274
Ukraine,2009,739.0917
Ukraine,2010,815.2553
Ukraine,2011,679.9333
Ukraine,2012,679.7216
Ukraine,2013,921.08203
Ukraine,2014,622.04034
Ukraine,2015,435.56927
Ukraine,2016,563.89825
Ukraine,2017,661.50745
Ukraine,2018,788.34033
Ukraine,2019,735.1251
Ukraine,2020,1036.7855
Ukraine,2021,1324.8026
Ukraine,2022,1248.336
Ukraine,2023,1474.8325
United Arab Emirates,1965,0
United Arab Emirates,1966,0
United Arab Emirates,1967,0
United Arab Emirates,1968,0
United Arab Emirates,1969,0
United Arab Emirates,1970,0
United Arab Emirates,1971,0
United Arab Emirates,1972,0
United Arab Emirates,1973,0
United Arab Emirates,1974,0
United Arab Emirates,1975,0
United Arab Emirates,1976,0
United Arab Emirates,1977,0
United Arab Emirates,1978,0
United Arab Emirates,1979,0
United Arab Emirates,1980,0
United Arab Emirates,1981,0
United Arab Emirates,1982,0
United Arab Emirates,1983,0
United Arab Emirates,1984,0
United Arab Emirates,1985,0
United Arab Emirates,1986,0
United Arab Emirates,1987,0
United Arab Emirates,1988,0
United Arab Emirates,1989,0
United Arab Emirates,1990,0
United Arab Emirates,1991,0
United Arab Emirates,1992,0
United Arab Emirates,1993,0
United Arab Emirates,1994,0
United Arab Emirates,1995,0
United Arab Emirates,1996,0
United Arab Emirates,1997,0
United Arab Emirates,1998,0
United Arab Emirates,1999,0
United Arab Emirates,2000,0
United Kingdom,1965,251.47968
United Kingdom,1966,245.83539
United Kingdom,1967,263.22614
United Kingdom,1968,199.49362
United Kingdom,1969,173.72546
United Kingdom,1970,241.02182
United Kingdom,1971,178.50136
United Kingdom,1972,177.92366
United Kingdom,1973,202.05814
United Kingdom,1974,214.06891
United Kingdom,1975,201.69823
United Kingdom,1976,238.39552
United Kingdom,1977,207.87569
United Kingdom,1978,214.0423
United Kingdom,1979,226.14218
United Kingdom,1980,207.57497
United Kingdom,1981,231.70032
United Kingdom,1982,237.60623
United Kingdom,1983,237.38972
United Kingdom,1984,237.16289
United Kingdom,1985,206.47751
United Kingdom,1986,248.63052
United Kingdom,1987,217.86247
United Kingdom,1988,253.66154
United Kingdom,1989,247.5016
United Kingdom,1990,298.1979
United Kingdom,1991,272.57138
United Kingdom,1992,328.62613
United Kingdom,1993,298.19434
United Kingdom,1994,363.34247
United Kingdom,1995,347.92422
United Kingdom,1996,296.93353
United Kingdom,1997,372.64362
United Kingdom,1998,448.3147
United Kingdom,1999,498.67804
United Kingdom,2000,513.6829
United Kingdom,2001,494.15225
United Kingdom,2002,571.00256
United Kingdom,2003,553.2697
United Kingdom,2004,720.68335
United Kingdom,2005,866.5245
United Kingdom,2006,934.6718
United Kingdom,2007,1030.0292
United Kingdom,2008,1206.3191
United Kingdom,2009,1385.4036
United Kingdom,2010,1451.4083
United Kingdom,2011,1820.8951
United Kingdom,2012,2038.9126
United Kingdom,2013,2571.1172
United Kingdom,2014,3076.2766
United Kingdom,2015,3831.7295
United Kingdom,2016,3787.2837
United Kingdom,2017,4403.344
United Kingdom,2018,4899.3535
United Kingdom,2019,5324.253
United Kingdom,2020,5861.1445
United Kingdom,2021,5359.1133
United Kingdom,2022,5865.4907
United Kingdom,2023,5848.6553
United States,1965,3325.4656
United States,1966,3315.5686
United States,1967,3698.4539
United States,1968,3699.2927
United States,1969,4086.9453
United States,1970,3999.4497
United States,1971,4227.46
United States,1972,4303.369
United States,1973,4272.485
United States,1974,4648.632
United States,1975,4578.506
United States,1976,4349.804
United States,1977,3442.5408
United States,1978,4242.391
United States,1979,4201.493
United States,1980,4109.863
United States,1981,3870.2546
United States,1982,4453.9146
United States,1983,4750.0205
United States,1984,4637.461
United States,1985,4090.8
United States,1986,4201.4634
United States,1987,3700.017
United States,1988,3330.112
United States,1989,3959.5894
United States,1990,4305.358
United States,1991,4239.8174
United States,1992,3825.6838
United States,1993,4131.9067
United States,1994,3864.3381
United States,1995,4363.2695
United States,1996,4694.484
United States,1997,4760.438
United States,1998,4343.193
United States,1999,4262.81
United States,2000,3785.711
United States,2001,3105.6526
United States,2002,3662.185
United States,2003,3787.9148
United States,2004,3753.0667
United States,2005,3824.9238
United States,2006,4167.322
United States,2007,3909.2573
United States,2008,4322.863
United States,2009,4719.823
United States,2010,4870.8745
United States,2011,5653.205
United States,2012,5447.252
United States,2013,5747.3984
United States,2014,5862.9746
United States,2015,5924.01
United States,2016,6513.1987
United States,2017,7110.2466
United States,2018,7223.578
United States,2019,7403.751
United States,2020,7710.394
United States,2021,8089.1196
United States,2022,8847.608
United States,2023,8978.219
Upper-middle-income countries,1965,366.59827
Upper-middle-income countries,1966,395.45242
Upper-middle-income countries,1967,381.35196
Upper-middle-income countries,1968,427.715
Upper-middle-income countries,1969,453.15622
Upper-middle-income countries,1970,492.8623
Upper-middle-income countries,1971,501.52356
Upper-middle-income countries,1972,514.8537
Upper-middle-income countries,1973,533.15497
Upper-middle-income countries,1974,579.47186
Upper-middle-income countries,1975,584.4616
Upper-middle-income countries,1976,627.7711
Upper-middle-income countries,1977,675.0318
Upper-middle-income countries,1978,720.6473
Upper-middle-income countries,1979,771.5241
Upper-middle-income countries,1980,828.9961
Upper-middle-income countries,1981,856.6271
Upper-middle-income countries,1982,867.97284
Upper-middle-income countries,1983,907.6754
Upper-middle-income countries,1984,985.36017
Upper-middle-income countries,1985,957.6754
Upper-middle-income countries,1986,976.5637
Upper-middle-income countries,1987,1000.131
Upper-middle-income countries,1988,1039.7642
Upper-middle-income countries,1989,1040.7322
Upper-middle-income countries,1990,1066.6786
Upper-middle-income countries,1991,1075.9149
Upper-middle-income countries,1992,1102.2922
Upper-middle-income countries,1993,1172.6139
Upper-middle-income countries,1994,1209.584
Upper-middle-income countries,1995,1272.1705
Upper-middle-income countries,1996,1259.1371
Upper-middle-income countries,1997,1276.9723
Upper-middle-income countries,1998,1292.441
Upper-middle-income countries,1999,1285.73
Upper-middle-income countries,2000,1339.0621
Upper-middle-income countries,2001,1354.649
Upper-middle-income countries,2002,1377.0565
Upper-middle-income countries,2003,1371.1307
Upper-middle-income countries,2004,1525.29
Upper-middle-income countries,2005,1599.6298
Upper-middle-income countries,2006,1678.7185
Upper-middle-income countries,2007,1762.4019
Upper-middle-income countries,2008,1960.2997
Upper-middle-income countries,2009,1970.5198
Upper-middle-income countries,2010,2149.2886
Upper-middle-income countries,2011,2172.0137
Upper-middle-income countries,2012,2380.513
Upper-middle-income countries,2013,2484.545
Upper-middle-income countries,2014,2668.0137
Upper-middle-income countries,2015,2779.0708
Upper-middle-income countries,2016,2958.4492
Upper-middle-income countries,2017,3127.2527
Upper-middle-income countries,2018,3374.7917
Upper-middle-income countries,2019,3627.503
Upper-middle-income countries,2020,3819.106
Upper-middle-income countries,2021,4099.346
Upper-middle-income countries,2022,4428.069
Upper-middle-income countries,2023,4695.5566
Uzbekistan,1985,889.13965
Uzbekistan,1986,735.78564
Uzbekistan,1987,1049.4407
Uzbekistan,1988,1080.785
Uzbekistan,1989,809.32623
Uzbekistan,1990,955.24384
Uzbekistan,1991,846.22473
Uzbekistan,1992,860.32605
Uzbekistan,1993,985.131
Uzbekistan,1994,937.7561
Uzbekistan,1995,794.6531
Uzbekistan,1996,822.2284
Uzbekistan,1997,715.4299
Uzbekistan,1998,701.9212
Uzbekistan,1999,684.119
Uzbekistan,2000,697.4424
Uzbekistan,2001,700.1094
Uzbekistan,2002,705.88715
Uzbekistan,2003,800.97614
Uzbekistan,2004,713.23895
Uzbekistan,2005,740.8791
Uzbekistan,2006,618.1504
Uzbekistan,2007,668.564
Uzbekistan,2008,444.50223
Uzbekistan,2009,642.7894
Uzbekistan,2010,794.6332
Uzbekistan,2011,543.16833
Uzbekistan,2012,590.615
Uzbekistan,2013,570.3115
Uzbekistan,2014,550.33484
Uzbekistan,2015,523.85565
Uzbekistan,2016,584.23914
Uzbekistan,2017,661.10913
Uzbekistan,2018,481.38406
Uzbekistan,2019,518.3235
Uzbekistan,2020,392.14667
Uzbekistan,2021,388.52167
Uzbekistan,2022,413.87375
Uzbekistan,2023,540.47034
Venezuela,1965,417.84247
Venezuela,1966,412.05954
Venezuela,1967,467.90833
Venezuela,1968,761.36707
Venezuela,1969,856.64435
Venezuela,1970,1068.6902
Venezuela,1971,1361.5762
Venezuela,1972,1475.8436
Venezuela,1973,1481.492
Venezuela,1974,1780.9568
Venezuela,1975,2004.2567
Venezuela,1976,2305.6729
Venezuela,1977,2575.3813
Venezuela,1978,2516.5237
Venezuela,1979,2847.3115
Venezuela,1980,2835.7888
Venezuela,1981,2852.911
Venezuela,1982,2909.584
Venezuela,1983,3235.2136
Venezuela,1984,3530.79
Venezuela,1985,3848.3333
Venezuela,1986,4165.244
Venezuela,1987,4975.946
Venezuela,1988,5379.454
Venezuela,1989,5318.049
Venezuela,1990,5536.968
Venezuela,1991,6511.8574
Venezuela,1992,6752.499
Venezuela,1993,6630.9883
Venezuela,1994,7007.413
Venezuela,1995,6881.762
Venezuela,1996,7054.0576
Venezuela,1997,7350.6416
Venezuela,1998,7287.2285
Venezuela,1999,7476.6895
Venezuela,2000,7612.3823
Venezuela,2001,7136.7104
Venezuela,2002,6859.9893
Venezuela,2003,6809.0176
Venezuela,2004,7699.4053
Venezuela,2005,8276.949
Venezuela,2006,8547.457
Venezuela,2007,8530.028
Venezuela,2008,8723.052
Venezuela,2009,8462.482
Venezuela,2010,7410.1304
Venezuela,2011,7884.3174
Venezuela,2012,7605.179
Venezuela,2013,7452.43
Venezuela,2014,7228.7715
Venezuela,2015,6605.505
Venezuela,2016,5492.726
Venezuela,2017,6108.755
Venezuela,2018,5795.3696
Venezuela,2019,5718.4688
Venezuela,2020,6195.6787
Venezuela,2021,6297.3516
Venezuela,2022,6312.861
Venezuela,2023,5909.8354
Vietnam,1965,26.83431
Vietnam,1966,30.041138
Vietnam,1967,32.368183
Vietnam,1968,35.35545
Vietnam,1969,38.93064
Vietnam,1970,42.31439
Vietnam,1971,42.305084
Vietnam,1972,28.42092
Vietnam,1973,27.665403
Vietnam,1974,27.058187
Vietnam,1975,31.477684
Vietnam,1976,34.196857
Vietnam,1977,35.90166
Vietnam,1978,46.65726
Vietnam,1979,57.050163
Vietnam,1980,83.06859
Vietnam,1981,82.09562
Vietnam,1982,82.91793
Vietnam,1983,63.432827
Vietnam,1984,80.953255
Vietnam,1985,73.02084
Vietnam,1986,67.95832
Vietnam,1987,65.342834
Vietnam,1988,82.70101
Vietnam,1989,173.35506
Vietnam,1990,237.2658
Vietnam,1991,273.2537
Vietnam,1992,306.2545
Vietnam,1993,330.90207
Vietnam,1994,376.9799
Vietnam,1995,424.2304
Vietnam,1996,473.7719
Vietnam,1997,453.19824
Vietnam,1998,425.36584
Vietnam,1999,521.3471
Vietnam,2000,544.6396
Vietnam,2001,670.2407
Vietnam,2002,658.6735
Vietnam,2003,675.80493
Vietnam,2004,623.79425
Vietnam,2005,571.3851
Vietnam,2006,670.54266
Vietnam,2007,751.46075
Vietnam,2008,855.13153
Vietnam,2009,970.6823
Vietnam,2010,909.22797
Vietnam,2011,1286.0446
Vietnam,2012,1640.1726
Vietnam,2013,1750.0361
Vietnam,2014,1850.2004
Vietnam,2015,1645.5435
Vietnam,2016,1848.1753
Vietnam,2017,2449.4365
Vietnam,2018,2346.4756
Vietnam,2019,1983.8688
Vietnam,2020,2310.385
Vietnam,2021,2914.3337
Vietnam,2022,3484.0933
Vietnam,2023,3127.455
World,1965,837.51013
World,1966,874.84406
World,1967,876.34924
World,1968,905.28955
World,1969,938.85297
World,1970,965.3286
World,1971,989.30554
World,1972,1016.14087
World,1973,1012.0504
World,1974,1089.5573
World,1975,1082.7463
World,1976,1062.5602
World,1977,1080.8088
World,1978,1149.7247
World,1979,1187.746
World,1980,1194.2091
World,1981,1199.0635
World,1982,1205.3229
World,1983,1239.0413
World,1984,1263.6318
World,1985,1267.9464
World,1986,1268.7299
World,1987,1265.7307
World,1988,1283.2952
World,1989,1263.4033
World,1990,1290.9064
World,1991,1300.662
World,1992,1285.137
World,1993,1340.1104
World,1994,1333.4012
World,1995,1385.1223
World,1996,1384.2849
World,1997,1395.3644
World,1998,1392.1548
World,1999,1390.3707
World,2000,1402.8849
World,2001,1350.9296
World,2002,1364.2651
World,2003,1351.3579
World,2004,1436.427
World,2005,1474.8346
World,2006,1525.5261
World,2007,1561.0277
World,2008,1660.0211
World,2009,1675.554
World,2010,1781.3907
World,2011,1837.4078
World,2012,1929.1455
World,2013,2027.6993
World,2014,2100.8684
World,2015,2150.4546
World,2016,2244.8357
World,2017,2345.8608
World,2018,2468.4968
World,2019,2572.3616
World,2020,2695.387
World,2021,2822.296
World,2022,2986.9812
World,2023,3115.3828
